estimate_id,ingredient_food_id,ingredient_name,edible_grams,kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,fiber_g_100g,sugar_g_100g,sodium_mg_100g,cholesterol_mg_100g,nutrient_provenance_json
EST_PANTRY_20260918_049_V1,FC000093,Fresh cow's milk,160,65.0,3.3,4.8,3.6,0.0,4.5,52.0,34.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.8, ""value_per_100g"": 4.8}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 34.0, ""value_per_100g"": 34.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.6, ""value_per_100g"": 3.6}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.3, ""value_per_100g"": 3.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 52.0, ""value_per_100g"": 52.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.5, ""value_per_100g"": 4.5}}"
EST_PANTRY_20260918_049_V1,FC001906,"Toppings, butterscotch or caramel",30,216.0,1.21,57.01,0.0,0.0,57.0,341.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 57.01, ""value_per_100g"": 57.01}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 216.0, ""value_per_100g"": 216.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 1.21, ""value_per_100g"": 1.21}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 341.0, ""value_per_100g"": 341.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001906_168841"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/168841/nutrients"", ""value_for_portion"": 57.0, ""value_per_100g"": 57.0}}"
EST_PANTRY_20260918_049_V1,FC001237,"Beverages, water, tap, drinking",100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 4.0, ""value_per_100g"": 4.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_050_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_050_V1,FC000093,Fresh cow's milk,160,65.0,3.3,4.8,3.6,0.0,4.5,52.0,34.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.8, ""value_per_100g"": 4.8}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 34.0, ""value_per_100g"": 34.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.6, ""value_per_100g"": 3.6}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.3, ""value_per_100g"": 3.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 52.0, ""value_per_100g"": 52.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.5, ""value_per_100g"": 4.5}}"
EST_PANTRY_20260918_050_V1,FC001881,"Candies, white chocolate",30,539.0,5.87,59.24,32.09,0.2,59.0,90.0,21.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 59.24, ""value_per_100g"": 59.24}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 21.0, ""value_per_100g"": 21.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 32.09, ""value_per_100g"": 32.09}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 0.2, ""value_per_100g"": 0.2}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 539.0, ""value_per_100g"": 539.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 5.87, ""value_per_100g"": 5.87}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 90.0, ""value_per_100g"": 90.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001881_167571"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/167571/nutrients"", ""value_for_portion"": 59.0, ""value_per_100g"": 59.0}}"
EST_PANTRY_20260918_050_V1,FC001237,"Beverages, water, tap, drinking",100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 4.0, ""value_per_100g"": 4.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_051_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_051_V1,FC000093,Fresh cow's milk,170,65.0,3.3,4.8,3.6,0.0,4.5,52.0,34.0,"{""carbs_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.8, ""value_per_100g"": 4.8}, ""cholesterol_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 34.0, ""value_per_100g"": 34.0}, ""fat_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.6, ""value_per_100g"": 3.6}, ""fiber_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 65.0, ""value_per_100g"": 65.0}, ""protein_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 3.3, ""value_per_100g"": 3.3}, ""sodium_mg_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 52.0, ""value_per_100g"": 52.0}, ""sugar_g_100g"": {""label"": ""Verified"", ""source_name"": ""DOST-FNRI PhilFCT"", ""source_record_id"": ""J014"", ""source_url"": ""https://i.fnri.dost.gov.ph/fct/library/report/4248"", ""value_for_portion"": 4.5, ""value_per_100g"": 4.5}}"
EST_PANTRY_20260918_051_V1,FC001237,"Beverages, water, tap, drinking",100,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 4.0, ""value_per_100g"": 4.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001237_173647"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/173647/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
EST_PANTRY_20260918_052_V1,FC001232,"Beverages, coffee, brewed, espresso, restaurant-prepared",40,9.0,0.12,1.67,0.18,0.0,0.0,14.0,0.0,"{""carbs_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 1.67, ""value_per_100g"": 1.67}, ""cholesterol_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""fat_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.18, ""value_per_100g"": 0.18}, ""fiber_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}, ""kcal_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 9.0, ""value_per_100g"": 9.0}, ""protein_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.12, ""value_per_100g"": 0.12}, ""sodium_mg_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 14.0, ""value_per_100g"": 14.0}, ""sugar_g_100g"": {""label"": ""Other source"", ""source_name"": ""USDA FoodData Central SR Legacy"", ""source_record_id"": ""USDA_FC001232_171891"", ""source_url"": ""https://fdc.nal.usda.gov/food-details/171891/nutrients"", ""value_for_portion"": 0.0, ""value_per_100g"": 0.0}}"
